,id,units_n,city,state,zipcode,tpop,con_type,sqft_rent,equity_net,totalcost,hardcost,sources_n,source1type,source1,source2type,source2,source3type,source3,source4type,source4,source5type,source5,source6type,source6,source7type,source7,source8type,source8,source9type,source9,source10type,source10,source11type,source11,loi_date,closedate,con_stdate,concomdate,stabdate,df,yr_pis
170,171,69,Coamo,PR,769,Elderly,New,," $16,824,153 "," $21,924,153 ",,2,Net Equity To Fund ," $16,824,153 ",CDBG," $5,100,000 ",,,,,,,,,,,,,,,,,,,,12/28/18,11/01/19,10/01/20,06/30/21,i,2020
171,172,24,Chicago,IL,60621,Elderly,New," 12,425 "," $3,078,251 "," $8,780,046 ",,5,Federal Tax Credit Equity," $3,097,846 ",HUD 202 via Sangamon Terrace NFP," $3,894,600 ",City of Chicago HOME," $1,350,000 ",Sangamon Terrace NFP," $400,000 ",GP Equity," $37,600 ",,,,,,,,,,,,,,10/03/14,10/03/14,11/30/15,11/30/15,i,2015
172,173,129,Gainesville,FL,32606,Family,Rehab-Around,," $3,174,763 "," $12,457,458 ",,5,Net Equity to LP," $3,169,763 ",Tax Exempt Bond," $8,500,000 ",Deferred Dev Fee," $466,122 ",Interim Income ," $317,772 ",GIC Income," $3,801 ",,,,,,,,,,,,,,09/17/08,09/17/08,12/31/08,12/31/08,i,2008
173,174,234,Jacksonville,FL,32244,Family,New," 252,172 "," $7,693,483 "," $29,281,371 ",,6,Net Equity to LP," $7,893,483 ",Tax Exempt Bond," $14,450,000 ",SAIL Loan," $4,000,000 ",SAIL Interest," $136,375 ",Deferred Development Fee," $2,447,021 ",GIC Income," $354,492 ",,,,,,,,,,,,05/16/07,12/12/06,08/31/08,08/19/09,i,2008
174,175,12,Pound Ridge,NY,10576,Elderly,New," 6,648 "," $2,253,272 "," $3,213,677 ",,9,Net Equity to Local Partnership," $2,279,772 ",Leviticus Loan," $540,000 ",GP Capital Cont - NHLA Grant, $1 ,GP Loan - Legislative Grant," $50,000 ",GP Loan - Legislative Grant," $50,000 ",Deferred Dev Fee," $160,904 ",GP Capital Contribution," $50,000 ",GP Capital Cont - HIF Grant," $58,000 ",GP Capital Cont - Enterprise Grant," $25,000 ",,,,,,09/13/07,09/13/07,11/25/08,12/30/08,i,2008
175,176,30,West Fargo,ND,58078,Elderly,New," 33,780 "," $2,622,054 "," $3,966,783 ",,5,Net Equity to Local," $2,633,450 ",1st Mortgage (Bremer Bank)," $725,000 ",HOME," $310,000 ",General Partner Equity," $10,000 ",Deferred Developer Fee," $288,333 ",,,,,,,,,,,,,,12/31/07,12/31/07,09/30/08,12/31/08,i,2008
176,177,70,New York,NY,10027,Family,New," 50,088 "," $11,053,295 "," $33,425,669 ",,5,LIHTC Equity," $11,794,648 ",Tax Exempt Bonds," $5,980,000 ",HPD - HOME," $9,774,781 ",HDC - TCAP," $1,875,219 ",Deferred Developer Fee," $4,001,021 ",,,,,,,,,,,,,,09/14/09,09/15/09,03/30/11,12/31/11,i,2011
177,178,144,Leesburg,FL,34748,Family,New," 156,032 "," $8,519,237 "," $21,421,596 ",,4,Net Equity to Local," $8,363,053 ",Tax Exempt Bonds," $10,280,000 ",GIC Income," $186,077 ",Dev Note," $2,592,466 ",,,,,,,,,,,,,,,,12/31/07,12/15/07,01/07/09,09/25/09,i,2009
178,179,108,Leesburg,FL,34748,Family,New," 121,008 "," $4,416,144 "," $14,017,383 ",,4,Net Equity to Local," $4,494,644 ",Tax Exempt Bond," $8,260,090 ",GIC Income," $390,356 ",Dev Note," $872,293 ",,,,,,,,,,,,,,,,12/31/07,12/31/07,10/15/08,08/04/09,i,2008
179,180,67,Rochester,NY,14608,Family,Rehab-Around,," $7,732,050 "," $12,307,043 ",,6,Net Equity to Local Partnership," $7,668,050 ",HTFC," $2,100,000 ",Deferred Developer Fee," $218,993 ",City HOME Loan," $120,000 ",FHLB/REF Loan," $500,000 ",GP Capital Contribution/RHA," $1,700,000 ",,,,,,,,,,,,07/13/05,06/30/05,06/06/06,07/31/06,i,2006
180,181,120,Tampa,FL,33612,Family,New," 133,760 "," $5,400,462 "," $17,434,885 ",,6,Net Equity to Local," $5,570,496 ",Tax Exempt Bonds," $6,855,000 ",SAIL Loan," $4,000,000 ",GIC Income," $253,857 ",Dev Note," $637,488 ",SAIL Interest," $118,044 ",,,,,,,,,,,,01/21/08,01/11/08,01/02/09,03/31/09,i,2009
181,182,69,Elkton & Port Deposi,MD,21921,Family,Rehab-Around," 60,408 "," $2,842,533 "," $13,109,283 ",,8,Net Equity to Fund ," $2,888,381 ",MD DHCD," $3,600,000 ",USDA RD," $2,535,283 ",Rental Housing Works," $2,500,000 ",MEEHA/EmPower," $310,500 ",DDF," $177,276 ",Acquired Reserves," $1,072,843 ",NOI During Construction ," $25,000 ",,,,,,,,06/27/19,07/15/19,10/06/20,10/30/20,i,2020
182,183,55,Woodbury,NJ,8096,Elderly,New," 36,050 "," $13,300,105 "," $14,158,050 ",,3,Net Equity," $13,200,252 ",GP Loan/FHLB Loan," $936,203 ",Deferred Fee," $21,595 ",,,,,,,,,,,,,,,,,,10/09/12,08/27/12,10/15/13,02/28/14,i,2013
183,184,31,St Cloud,MN,56303,Family,New," 18,003 "," $2,255,701 "," $3,518,633 ",,5,Net Equity to Local," $2,255,701 ",MHFA - HTF LTH Capital," $437,800 ",MHFA - ELHIF Capital," $220,000 ",GMHF," $326,132 ",Place of Hope Ministries Note," $279,000 ",,,,,,,,,,,,,,05/16/07,04/05/07,11/16/07,03/31/08,i,2007
184,185,72,Brooklyn,NY,11233,Elderly,New," 40,444 "," $10,225,808 "," $23,586,474 ",,8,Net Equity to Local Partnership," $10,828,883 ",HUD Capital Advance," $8,673,600 ",HUD Predevelopment Loan," $323,500 ",Borough President's Loan," $750,000 ",FHLB," $1,080,000 ",HHAP," $1,803,600 ",NYSERDA," $126,000 ",Common Ground Equity, $891 ,,,,,,,,11/26/08,11/26/08,12/29/10,08/05/11,i,2010
185,186,19,Wheeling,WV,26003,Family,New,," $2,908,893 "," $3,410,373 ",,3,LIHTC Equity," $2,930,893 ",1st Mortgage ," $380,000 ",GP Capital," $99,480 ",,,,,,,,,,,,,,,,,,02/26/13,02/01/13,12/13/13,02/28/14,i,2013
186,187,100,Morovis,PR,687,Family,Rehab-Around,," $8,136,333 "," $15,921,431 ",,4,Net Equity to Fund," $8,136,333 ",Rural Development Loan ," $4,823,715 ",HOME ," $2,207,383 ",Acquired Replacement Reserve ," $754,000 ",,,,,,,,,,,,,,,,07/01/19,07/15/19,10/01/20,10/01/20,i,2020
187,188,24,Courtland,VA,23837,Family,Rehab-Around," 6,930 "," $1,516,201 "," $3,220,628 ",,6,NET Equity to Fund," $1,533,226 ",RD 515," $643,188 ",NHTF," $500,000 ",FHLP (AHP)," $300,000 ",DDF ," $144,214 ",Acquired Reserves," $100,000 ",,,,,,,,,,,,11/04/19,11/07/19,12/31/19,12/31/19,i,2019
188,189,44,Stillwater,OK,74075,Family,New," 36,432 "," $4,442,056 "," $5,495,710 ",,3,Net Equity to Local," $4,442,056 ",Permanent Loan," $800,000 ",Deferred Developer Fee," $253,654 ",,,,,,,,,,,,,,,,,,02/29/08,03/01/08,03/10/09,06/30/09,i,2009
189,190,48,Layton,UT,84041,Family,Rehab-Around,," $2,570,706 "," $5,640,080 ",,5,Net Equity to Local," $2,574,706 ",1st Mortgage (UCRC)," $2,000,000 ",HOME (OWHTF)," $925,000 ",Existing Reserves," $28,110 ",Deferred Developer Fee," $112,264 ",,,,,,,,,,,,,,07/11/08,07/11/08,11/23/08,11/30/08,i,2008
190,191,72,North East,MD,21901,Family,New," 67,468 "," $6,471,984 "," $11,278,396 ",,5,Net Equity to Local," $6,566,484 ",Citicorp Loan," $1,965,277 ",MD RHPP," $2,000,000 ",Deferred Dev Fee," $446,635 ",MD PRHP," $300,000 ",,,,,,,,,,,,,,08/28/07,08/31/08,11/28/08,06/30/09,i,2008
191,192,96,Tampa,FL,33614,Family,New,," $5,295,445 "," $17,632,829 ",,7,Net Equity to Local," $5,273,324 ",Tax Exempt Bond," $5,355,000 ",SHIP/HOME," $1,200,000 ",SAIL Loan," $5,000,000 ",GIC Income ," $118,040 ",SAIL Interest," $25,722 ",Dev Note," $660,743 ",,,,,,,,,,09/04/08,09/05/08,05/15/09,10/23/09,i,2009
192,193,49,Brooklyn,NY,11215,SRO,New,," $6,094,670 "," $14,807,394 ",,5,Net Equity to Fund," $6,094,670 ",NYC HPD SHLP Loan," $6,520,000 ",AHP Loan," $745,000 ",NYSERDA Loan," $110,000 ",Deferred Development Fee," $1,337,724 ",,,,,,,,,,,,,,05/14/08,08/26/08,04/30/10,08/16/10,i,2010
193,194,12,Croton on Hudson,NY,10520,Elderly,New," 7,600 "," $1,333,253 "," $3,305,720 ",,8,Net Equity to Local," $1,333,253 ",WAMU 1st Mrg - IDA - T/E Bonds," $595,000 ",GP Loan of County HOME Grant," $635,000 ",Interest accrued on HOME grant," $16,400 ",NHLA Grant, $1 ,GP Capital Contribution - HIF Grant," $319,440 ",GP Capital Contribution," $196,626 ",Deferred Dev Fee," $210,000 ",,,,,,,,01/17/08,04/01/08,12/14/09,12/31/09,i,2009
194,195,228,Culter Bay,FL,33189,Family,Rehab-Around," 203,044 "," $11,067,196 "," $36,060,038 ",,8,Net Equity to Fund ," $11,067,196 ",1st Mortgage," $11,276,045 ",PHCD HOME Loan," $1,949,467 ",Managing Member Seller's Note," $6,450,820 ",Interim Income," $899,566 ",Managing Member Reserve Loan," $1,484,757 ",Deferred Fee ," $821,286 ",FHFC (SAIL) Loan," $2,110,901 ",,,,,,,,07/11/18,07/16/18,04/29/20,05/31/20,i,2020
195,196,144,Glenview,IL,66026,Elderly,New," 136,204 "," $12,549,652 "," $32,399,450 ",,9,Net Equity to Local," $12,016,175 ",Glenview State Bank Loan," $7,500,000 ",Cook County HOME Loan," $1,450,000 ",IDHA Trust Fund," $2,521,000 ",Village of Glenview," $1,400,000 ",Non-Profit GP Equity," $3,750,000 ",First Chicago Leasing - State Credits," $1,575,000 ",AHP Equity," $750,000 ",Deferred Developer Fee," $1,437,275 ",,,,,,09/15/05,09/15/05,07/31/06,12/31/06,i,2006
196,197,33,Somerton,AZ,85350,Family,New,," $1,921,398 "," $6,132,156 ",,6,Net Equity to LP," $2,073,786 ",1st Mortgage," $1,757,500 ",2nd Mortgage," $1,156,500 ",HOME," $600,000 ",AHP," $400,000 ",Deferred Developer Fee," $144,370 ",,,,,,,,,,,,09/23/08,10/27/08,05/29/09,06/25/09,i,2009
197,198,204,Titusville,FL,32780,Family,New," 216,784 "," $9,864,381 "," $27,822,682 ",,6,Net Equity to Local," $9,496,863 ",Tax Exempt Bonds," $13,900,000 ",SAIL Loan," $4,000,000 ",SAIL Interest," $110,306 ",Devleoper Note," $36,921 ",GIC Income," $278,592 ",,,,,,,,,,,,05/16/07,04/28/07,06/15/08,08/27/09,i,2008
198,199,240,Orlando,FL,32811,Family,Rehab-Around," 253,800 "," $5,167,152 "," $21,880,804 ",,5,Net Equity," $5,189,508 ",Tax Exempt Bond," $11,180,000 ",Orange County Home Grant," $500,000 ",FHFC HOME Loan," $2,951,000 ",Deferred Dev Fee," $2,060,296 ",,,,,,,,,,,,,,11/29/10,12/03/10,10/26/11,12/31/11,i,2011
199,200,36,Torrington,WY,82240,Family,Rehab-Around," 25,360 "," $3,449,123 "," $4,781,253 ",,3,Federal Tax Credit Equity ," $3,457,123 ",Hard Debt (WCDA - HOME Loan) ," $1,245,200 ",Deferred Develop Fee ," $78,930 ",,,,,,,,,,,,,,,,,,11/30/17,12/01/17,12/01/18,11/30/18,i,2018
200,201,122,East Alton,IL,62024,Elderly,Rehab-Around," 66,899 "," $6,444,711 "," $18,804,229 ",,8,Net Equity to Fund," $5,983,109 ",FHA 221 (d) (4)," $5,300,000 ",IHDA Trust Fund," $1,250,000 ",Donation Note," $1,152,750 ",Sellers Note," $3,350,000 ",Interim Income (Tied to Proforma)," $350,000 ",Accrued Interest-Soft Loans," $260,350 ",Deferred Developer Fee," $1,158,020 ",,,,,,,,05/28/15,06/04/15,04/22/16,02/29/16,i,2016
201,202,8,St. Regis,MT,59866,Family,New," 7,922 "," $1,148,340 "," $1,264,070 ",,2,Federal Tax Credit Equity," $1,157,040 ",Deferred Developer Fee," $107,030 ",,,,,,,,,,,,,,,,,,,,11/26/12,07/10/12,11/28/12,01/31/13,i,2012
202,203,44,Jackson,MS,39213,Family,New," 66,880 "," $5,023,817 "," $7,424,929 ",,4,Federal Tax Credit Equity," $5,503,825 ",Hard Debt," $1,300,000 ",Soft Debt," $420,000 ",Deferred Developer Fee," $201,104 ",,,,,,,,,,,,,,,,04/10/14,04/01/14,03/31/16,04/30/16,i,2016
203,204,38,Jackson,MS,39203,Family,New," 57,760 "," $4,516,380 "," $6,460,411 ",,4,Federal Tax Credit Equity," $4,888,380 ",Hard Debt," $1,100,000 ",Soft Debt," $450,000 ",Deferred Developer Fee," $22,031 ",,,,,,,,,,,,,,,,12/30/13,12/30/13,07/14/16,11/30/16,i,2016
204,205,72,Pueblo,CO,81004,Family,New," 84,384 "," $11,373,863 "," $19,190,505 ",,9,Federal Investor Net Equity ," $11,373,863 ",CHFA - Hard Permanent Loan," $1,106,000 ",County of Pubelo," $100,000 ",City of Pueblo ," $1,050,000 ",HACP - DOLA Loan ," $720,000 ",HACP - Capital Funds ," $4,123,598 ",HACP Seller Loan ," $270,000 ",Accured Interest During Construction," $145,906 ",Deferred Dev. Fee," $301,138 ",,,,,,12/28/17,12/28/17,05/31/19,06/15/19,i,2019
205,206,152,Phoenix,AZ,85031,Elderly,Rehab-Around," 86,760 "," $10,463,054 "," $18,292,859 ",,6,Net Equity to Fund," $9,222,919 ",Washington Mutual," $5,200,000 ",City of Phoenix," $1,300,000 ",City of Phoenix," $700,000 ",Housing Trust Fund," $500,000 ",Greater Phoenix Urban League," $1,369,940 ",,,,,,,,,,,,05/01/07,04/30/07,08/01/07,12/31/07,i,2007
206,207,35,Post Falls,ID,83854,Family,Rehab-Around," 26,690 "," $2,838,616 "," $4,033,584 ",,4,Federal Tax Credit Equity," $2,838,616 ",Hard Debt," $625,000 ",USDA 515 Assumed," $519,968 ",Replacement Reserves," $50,000 ",,,,,,,,,,,,,,,,11/21/14,11/21/14,06/30/15,04/21/15,i,2015
207,208,28,Vieques,PR,765,Elderly,New," 17,000 "," $2,579,081 "," $2,773,353 ",,3,Net Equity to Local," $2,306,038 ",Popular Mortgage," $398,500 ",GP Loan," $68,815 ",,,,,,,,,,,,,,,,,,08/17/05,08/17/05,11/30/06,08/31/07,i,2006
208,209,110,Miami,FL,33142,Family,New," 84,960 "," $22,558,000 "," $29,007,231 ",,5,Net Equity to Local," $22,558,000 ",Permanent First Mortgage," $240,000 ",County SURTAX Loan," $4,700,000 ",YMCA Contribution," $750,000 ",Deferred Developer Fee," $759,231 ",,,,,,,,,,,,,,03/05/08,03/22/08,06/25/09,12/23/09,i,2009
209,210,49,Marinette,WI,54143,Family,New," 46,660 "," $6,483,060 "," $8,686,476 ",,5,LIHTC Net Equity," $6,535,210 ",Richmac 1st Mtg," $1,080,000 ",HOME Loan," $470,250 ",AHP/GP Loan," $408,000 ",Def Dev Fee," $193,016 ",,,,,,,,,,,,,,12/11/12,12/12/12,11/26/13,12/31/13,i,2013
210,211,57,Villalba,PR,766,Family,New,," $4,789,025 "," $6,412,457 ",,3,Net Equity to Local," $4,789,025 ",1st Mortgage from PRHFC," $1,279,129 ",FHLB Loan," $344,303 ",,,,,,,,,,,,,,,,,,12/04/03,01/01/04,12/23/05,06/30/07,i,2005
211,212,100,Lakewood ,CO,80214,Family,Rehab-Around," 65,741 "," $4,713,923 "," $18,260,515 ",,5,Federal Tax Credit Equity ," $4,713,923 ",Hard Debt ," $5,900,000 ",Soft Debt ," $6,391,084 ",Income from Operations," $466,481 ",Deferred Developer Fee ," $789,027 ",,,,,,,,,,,,,,12/28/17,01/02/18,08/15/18,11/30/18,i,2018
212,213,50,Nampa,ID,83687,Elderly,New," 40,026 "," $7,217,878 "," $9,999,140 ",,5,Federal Tax Credit Equity ," $7,217,878 ",Hard Debt ," $1,100,000 ",Soft Debt," $1,395,000 ",Grant from MM," $250,000 ",Deferred Developer Fee," $36,262 ",,,,,,,,,,,,,,11/26/18,05/10/18,05/01/19,07/31/19,i,2019
213,214,28,Carlsbad,CA,92011,Family,Rehab-Around," 25,974 "," $2,056,839 "," $7,737,810 ",,7,Federal Investor Net Equity ," $2,056,839 ",JP Morgan Chase," $2,293,136 ",City of Carlsbad," $458,134 ",County of San Diego," $675,222 ",CalAtlantic," $1,073,525 ",Wakeland Housing ," $1,066,841 ",Exisiting Reserves," $114,113 ",,,,,,,,,,05/21/19,05/21/19,12/11/19,12/31/19,i,2019
214,215,60,Carlsbad,NM,88220,Elderly,Rehab-Around," 40,057 "," $5,179,321 "," $7,977,719 ",,8,Federal Investor Tax Credit Equity ," $5,179,322 ",MFA - Risk Share," $800,000 ",MFA - Home," $400,000 ",MFA Housing Trust Fund," $500,000 ",Seller Tack-back," $700,000 ",Project Revenue," $100,000 ",Project Reserves ," $100,000 ",Deferred Developer Fee ," $198,397 ",,,,,,,,12/27/17,12/27/17,11/15/18,01/31/18,i,2018
215,216,58,Washington,MO,63090,Elderly,Gut Rehab," 40,625 "," $5,617,481 "," $9,987,873 ",,3,Net Equity to Local," $5,817,773 ",MHDC Loan," $1,250,000 ",Sale of State Credits," $2,920,100 ",,,,,,,,,,,,,,,,,,10/12/06,08/14/06,12/28/07,12/31/08,i,2007
216,217,80,Bronx,NY,10458,SRO,New,," $7,991,141 "," $24,489,074 ",,5,LIHTC," $8,132,569 ",TE Bonds (HDFC)," $10,765,000 ",HFA ," $200,000 ",HHAP," $4,632,300 ",Sponsor Loan," $759,205 ",,,,,,,,,,,,,,09/03/09,12/04/09,10/26/11,11/15/12,i,2011
217,218,61,Weed,CA,96094,Family,New," 55,046 "," $8,925,953 "," $11,287,460 ",,4,Equity ," $8,408,347 ",TCAC Refund," $12,987 ",1st Mortgage Loan," $2,029,000 ",Dev Note," $837,126 ",,,,,,,,,,,,,,,,06/01/07,11/17/06,02/28/08,12/31/08,i,2008
218,219,152,San Diego,CA,92101,Elderly,Rehab-Around," 66,835 "," $15,197,154 "," $54,628,929 ",,8,Federal Tax Credit Equity," $17,479,988 ",Tranche A," $4,749,917 ",Tranche B," $9,640,986 ",Soft Seller Note," $20,090,800 ",Contribution Note," $750,000 ",Existing Reserve," $663,215 ",Soft Note Interest," $1,054,023 ",Interim Income," $200,000 ",,,,,,,,11/05/14,11/20/14,12/15/15,11/25/15,i,2015
219,220,96,Janesville ,WI,53546,Family,Rehab-Around," 75,267 "," $6,225,587 "," $11,626,339 ",,5,Federal Investor Net Equitry ," $6,210,484 ",Associated Bank ," $4,365,000 ",GP Loan ," $658,084 ",Project NOI," $392,671 ",MM Contribution , $100 ,,,,,,,,,,,,,,01/22/18,01/22/18,11/30/18,06/15/18,i,2018
220,221,32,River Falls ,WI,54022,Family,Rehab-Around," 29,746 "," $2,407,131 "," $4,811,754 ",,5,Federal Tax Credit Equity ," $2,409,631 ",Hard Debt," $1,700,000 ",Soft Debt," $550,000 ",NOI ," $152,023 ",MM Contribution , $100 ,,,,,,,,,,,,,,07/24/18,07/24/18,03/01/19,04/25/19,i,2019
221,222,40,Stevens Point ,WI,54481,Family,Rehab-Around," 29,182 "," $2,567,645 "," $4,459,464 ",,6,Federal Tax Credit Equity ," $2,553,945 ",Hard Debt ," $1,385,000 ",Soft Debt ," $349,340 ",Project NOI ," $136,079 ",Exsisting Cash Available," $35,000 ",MM Equity , $100 ,,,,,,,,,,,,11/13/17,11/14/17,10/26/18,03/29/18,i,2018
222,223,56,Jacksonville,NC,28546,Family,New," 55,770 "," $4,831,271 "," $7,212,653 ",,6,Net Equity to Fund," $4,831,271 ",CICCAR Perm Loan," $1,446,472 ",NC Workforce Loan ," $371,910 ",Developer Advance," $50,000 ",Deferred Dev Fee ," $182,000 ",Contingent Dev Fee ," $331,000 ",,,,,,,,,,,,12/22/17,12/18/17,06/28/19,07/30/19,i,2019
223,224,24,Elko,NV,89801,Family,Rehab-Around," 16,392 "," $3,744,976 "," $5,040,324 ",,6,Federal Investor Net Equity ," $3,566,643 ",USDA 515 Assumed ," $1,026,599 ",NHD HOME ," $100,000 ",Replacement Reserves ," $170,143 ",Other Reserves (Operating & tax) ," $35,668 ",Deferred Developer Fee," $141,271 ",,,,,,,,,,,,03/29/18,03/29/18,11/26/18,08/10/18,i,2018
224,225,48,Price,UT,84501,Family,Rehab-Around,," $2,307,464 "," $4,258,265 ",,8,Net Equity to Local," $2,318,964 ",1stt Mortgage (RD)," $177,802 ",2nd Mortgage (RD)," $38,322 ",3rdt Mortgage (RD)," $194,441 ",4tht Mortgage (RD)," $310,460 ",HOME (OWHTF)," $1,025,000 ",Existing Replacement Reserves," $107,000 ",Deferred Developer Fee," $86,276 ",,,,,,,,09/05/08,09/05/08,12/31/08,12/31/08,i,2008
225,226,46,Casper,WY,82601,Family,Gut Rehab," 33,625 "," $6,862,054 "," $6,459,164 ",,4,Net Equity to Local," $5,674,218 ",1st Mortgage (City of Casper)," $218,493 ",2nd Mortgage (WCDA)," $392,937 ",Deferred Developer Fee," $173,516 ",,,,,,,,,,,,,,,,06/22/06,07/12/06,12/13/07,02/29/08,i,2007
226,227,34,Wasilla,AK,56025,Family,New," 20,809 "," $4,926,065 "," $7,047,419 ",,9,Net Equity to Local," $4,926,065 ",1st Mortgage (AHFC)," $580,000 ",2nd Mortgage (AHFC)," $300,850 ",GP Loan (HOME)," $212,460 ",GP Loan (HOME)," $333,500 ",GP Capital Contribution," $509,897 ",NOI," $44,000 ",Land Donation," $75,000 ",Deferred Developer Fee," $65,647 ",,,,,,09/27/07,09/27/07,03/31/08,09/30/08,i,2008
